Област;Община;Населено място;Училище;Код по Админ;БЕЛ-уч;бел;МАТ-уч;мат
ВАРНА;АВРЕН;С.ЦАРЕВЦИ;"Основно училище ""Д-р Петър Берон""";400086;7;35,29;6;17,71
ВАРНА;АКСАКОВО;ГР.АКСАКОВО;"Средно училище ""Свети Климент Охридски""";400087;80;62,29;80;35,73
ВАРНА;АКСАКОВО;С.ВЪГЛЕН;"Основно училище ""Христо Смирненски""";400089;14;21,64;14;13,75
ВАРНА;АКСАКОВО;С.ИГНАТИЕВО;"Средно училище ""Свети Свети Кирил и Методий""";400090;26;16,96;26;9,59
ВАРНА;АКСАКОВО;С.ИЗВОРСКО;"Основно училище ""Свети Климент Охридски""";400091;2;32;2;10
ВАРНА;АКСАКОВО;С.КИЧЕВО;Основно училище Свети Климент Охридски;400092;8;46,81;6;18,54
ВАРНА;АКСАКОВО;С.ЛЮБЕН КАРАВЕЛОВО;"Обединено училище ""Иван Вазов""";400093;18;41,86;18;11,08
ВАРНА;БЕЛОСЛАВ;ГР.БЕЛОСЛАВ;"Средно училище ""Св. св. Кирил и Методий""";400096;60;54,34;61;23,07
ВАРНА;БЕЛОСЛАВ;ГР.БЕЛОСЛАВ;"Основно училище ""Свети Патриарх Евтимий""";400097;19;40,92;19;27
ВАРНА;БЕЛОСЛАВ;С.ЕЗЕРОВО;"Основно училище ""Свети Свети Кирил и Методий""";400099;12;65,29;12;43,38
ВАРНА;БЯЛА;ГР.БЯЛА;"Основно училище ""Отец Паисий""";400103;31;36,47;31;17,46
ВАРНА;ВАРНА;ГР.ВАРНА;"Основно училище ""Антон Страшимиров""";400003;110;65,5;110;40,59
ВАРНА;ВАРНА;ГР.ВАРНА;"Основно училище ""Васил Априлов""";400005;99;65,52;99;43,93
ВАРНА;ВАРНА;ГР.ВАРНА;"Основно училище ""Георги Сава Раковски""";400006;137;73,03;137;58,93
ВАРНА;ВАРНА;ГР.ВАРНА;"Основно училище ""Добри Чинтулов""";400007;136;62,85;136;42,35
ВАРНА;ВАРНА;ГР.ВАРНА;"Основно училище ""Захари Стоянов""";400008;111;77,14;111;63,13
ВАРНА;ВАРНА;ГР.ВАРНА;"Основно училище ""Иван Вазов""";400009;27;62,26;27;34,95
ВАРНА;ВАРНА;ГР.ВАРНА;"Основно училище ""Свети Иван Рилски""";400010;11;18,77;11;8,82
ВАРНА;ВАРНА;ГР.ВАРНА;"Основно училище ""Йордан Йовков""";400011;79;70,19;79;43,21
ВАРНА;ВАРНА;ГР.ВАРНА;"Основно училище ""Константин Арабаджиев""";400012;21;49,31;21;47,88
ВАРНА;ВАРНА;ГР.ВАРНА;"Основно училище ""Капитан Петко войвода""";400015;15;49,67;15;15,4
ВАРНА;ВАРНА;ГР.ВАРНА;"Основно училище ""Отец Паисий""";400017;11;11,18;11;12,27
ВАРНА;ВАРНА;ГР.ВАРНА;"Основно училище ""Панайот Волов""";400018;48;62,55;48;37,73
ВАРНА;ВАРНА;ГР.ВАРНА;"Основно училище ""Свети Патриарх Евтимий""";400019;97;64,24;97;40,33
ВАРНА;ВАРНА;ГР.ВАРНА;"Основно училище ""Петко Рачов Славейков""";400020;142;78,26;142;66,88
ВАРНА;ВАРНА;ГР.ВАРНА;"Основно училище ""Свети свети Кирил и Методий""";400022;129;78,92;129;65,45
ВАРНА;ВАРНА;ГР.ВАРНА;"Основно училище ""Стефан Караджа""";400023;67;63,09;67;40,49
ВАРНА;ВАРНА;ГР.ВАРНА;"Основно училище ""Стоян Михайловски""";400024;41;52,52;41;36,35
ВАРНА;ВАРНА;ГР.ВАРНА;"Основно училище ""Христо Ботев""";400026;75;58,55;75;35,71
ВАРНА;ВАРНА;ГР.ВАРНА;"Основно училище ""Цар Симеон І""";400028;129;61,26;129;35,51
ВАРНА;ВАРНА;ГР.ВАРНА;"Основно училище ""Черноризец Храбър""";400029;81;70,31;81;44,69
ВАРНА;ВАРНА;ГР.ВАРНА;"Седмо средно училище ""Найден Геров""";400030;139;76,3;139;65,78
ВАРНА;ВАРНА;ГР.ВАРНА;"Средно училище с езиково обучение ""Ал. С. Пушкин""";400031;141;78,77;141;65,08
ВАРНА;ВАРНА;ГР.ВАРНА;"Основно училище ""Васил Друмев""";400032;75;70,46;74;51,9
ВАРНА;ВАРНА;ГР.ВАРНА;"Спортно училище ""Георги Бенковски""";400033;72;39,24;72;18,81
ВАРНА;ВАРНА;ГР.ВАРНА;"Средно училище ""Гео Милев""";400034;139;74,09;139;59,88
ВАРНА;ВАРНА;ГР.ВАРНА;"Средно училище ""Елин Пелин""";400036;21;26,48;21;13,96
ВАРНА;ВАРНА;ГР.ВАРНА;"Средно училище ""Любен Каравелов""";400037;19;41,5;19;17,38
ВАРНА;ВАРНА;ГР.ВАРНА;"Средно училище ""Пейо Крачолов Яворов""";400039;121;59,37;121;40,6
ВАРНА;ВАРНА;ГР.ВАРНА;"Средно училище ""Свети Климент Охридски""";400040;188;75,89;188;61
ВАРНА;ВАРНА;ГР.ВАРНА;"Математическа гимназия ""Д-р Петър Берон""";400046;80;91,63;80;96,31
ВАРНА;ВАРНА;ГР.ВАРНА;"Средно училище за хуманитарни науки и изкуства ""Константин Преславски""";400047;78;76,78;78;52,94
ВАРНА;ВАРНА;ГР.ВАРНА;"Частно средно училище ""Аз съм българче""";400061;11;67,41;11;46,41
ВАРНА;ВАРНА;ГР.ВАРНА;"Частно основно училище ""Малкият принц""";400075;37;74,43;37;59,93
ВАРНА;ВАРНА;ГР.ВАРНА;"Частно основно училище ""Монтесори Варна""";400120;2;89,75;2;82,25
ВАРНА;ВАРНА;ГР.ВАРНА;"ЧАСТНО ОСНОВНО УЧИЛИЩЕ ""ДЕМОКРАТИЧНО ОБРАЗОВАНИЕ ВАРНА""";400132;3;42,17;3;36,42
ВАРНА;ВАРНА;ГР.ВАРНА;Частно основно училище Феникс 2020;400167;4;60,63;4;47,13
ВАРНА;ВАРНА;ГР.ВАРНА;"Първо основно училище "" Св. княз Борис """;403535;25;41,52;25;22,1
ВАРНА;ВАРНА;ГР.ВАРНА;"III Oсновно училище ""Ангел Кънчев""";403536;150;71,99;150;53,78
ВАРНА;ВАРНА;ГР.ВАРНА;"Средно училище ""Димчо Дебелянов""";403537;74;63,72;74;39,2
ВАРНА;ВАРНА;ГР.ВАРНА;"Средно училище ""Неофит Бозвели""";403538;45;43,87;45;33,39
ВАРНА;ВАРНА;ГР.ВАРНА;"Второ основно училище ""Никола Йонков Вапцаров""";403543;113;68,84;113;49,33
ВАРНА;ВАРНА;ГР.ВАРНА;"Частно средно училище ""Мечтатели""";403558;11;73,82;11;69,39
ВАРНА;ВАРНА;ГР.ВАРНА;"Частно средно училище ""Монтесори Варна"" ООД";403564;3;47,67;3;37
ВАРНА;ВАРНА;ГР.ВАРНА;"НАЦИОНАЛНО УЧИЛИЩЕ ПО ИЗКУСТВАТА ""ДОБРИ ХРИСТОВ""";2902106;75;67,87;74;43,47
ВАРНА;ВАРНА;С.КАМЕНАР;"Основно училище ""Добри Войников""";400014;12;9,42;12;14,75
ВАРНА;ВАРНА;С.КОНСТАНТИНОВО;"Основно училище""Свети Климент Охридски """;400100;4;36,63;4;20,63
ВАРНА;ВАРНА;С.ТОПОЛИ;"Основно училище ""Христо Смирненски""";400027;22;59,8;22;28,42
ВАРНА;ВЕТРИНО;С.ВЕТРИНО;"Средно училище ""Христо Ботев""";400108;29;45,83;29;20,01
ВАРНА;ВЪЛЧИ ДОЛ;ГР.ВЪЛЧИДОЛ;"Средно училище ""Васил Левски""";400112;32;31,23;32;16,66
ВАРНА;ВЪЛЧИ ДОЛ;С.МИХАЛИЧ;"Обединено училище ""Васил Левски""";400117;12;23,33;12;28,02
ВАРНА;ВЪЛЧИ ДОЛ;С.СТЕФАН КАРАДЖА;"Основно училище""Климент Охридски""";400118;6;29;6;17,83
ВАРНА;ВЪЛЧИ ДОЛ;С.ЧЕРВЕНЦИ;"Обединено училище ""Св.Иван Рилски""";400119;6;17,08;6;15,67
ВАРНА;ДЕВНЯ;ГР.ДЕВНЯ;"Среднo училище ""Васил Левски""";400123;58;32,57;57;19,83
ВАРНА;ДОЛНИ ЧИФЛИК;ГР.ДОЛНИ ЧИФЛИК;"Средно училище ""Васил Левски""";400126;64;29,64;64;17,74
ВАРНА;ДОЛНИ ЧИФЛИК;С.ВЕНЕЛИН;"Основно училище ""Свети, Свети Кирил и Методий""";400128;10;29,9;10;26
ВАРНА;ДОЛНИ ЧИФЛИК;С.ГОЛИЦА;"Основно училище ""Свети Свети Кирил и Методий""";400129;4;53,63;4;22,69
ВАРНА;ДОЛНИ ЧИФЛИК;С.ГОРЕН ЧИФЛИК;"Основно училище ""Паисий Хилендарски""";400130;15;30,53;15;36,73
ВАРНА;ДОЛНИ ЧИФЛИК;С.ГРОЗДЬОВО;"Основно училище ""Христо Смирненски""";400131;26;15,06;26;11,23
ВАРНА;ДОЛНИ ЧИФЛИК;С.ПЧЕЛНИК;"Основно училище ""Христо Ботев""";400133;12;28,88;12;11,04
ВАРНА;ДОЛНИ ЧИФЛИК;С.СТАРО ОРЯХОВО;"Основно училище ""Св. св. Кирил и Методий""";400134;33;27,09;33;13,96
ВАРНА;ДЪЛГОПОЛ;ГР.ДЪЛГОПОЛ;"Средно училище ""Свети Климент Охридски""";400136;44;31,7;43;14,08
ВАРНА;ДЪЛГОПОЛ;С.ЛОПУШНА;"Основно училище ""Митко Палаузов""";400141;10;15,3;10;21,4
ВАРНА;ДЪЛГОПОЛ;С.МЕДОВЕЦ;"Средно училище ""Назъм Хикмет""";400142;12;46,33;12;21,25
ВАРНА;ДЪЛГОПОЛ;С.ПАРТИЗАНИ;"Основно училище ""Христо Ботев""";400143;11;38,77;11;19,09
ВАРНА;ДЪЛГОПОЛ;С.ПОЛЯЦИТЕ;"Основно училище "" Васил Левски """;400144;12;37,25;12;17,88
ВАРНА;ДЪЛГОПОЛ;С.ЦОНЕВО;"Обединено училище ""Христо Ботев""";400145;25;21,18;26;15,5
ВАРНА;ПРОВАДИЯ;ГР.ПРОВАДИЯ;"Първо основно училище ""Христо Смирненски""";400146;34;43,35;34;21,59
ВАРНА;ПРОВАДИЯ;ГР.ПРОВАДИЯ;"Второ основно училище ""Иван Вазов""";400147;45;52,1;45;26,49
ВАРНА;ПРОВАДИЯ;ГР.ПРОВАДИЯ;"Средно училище ""Димитър Благоев""";400148;40;42,5;41;18,54
ВАРНА;ПРОВАДИЯ;С.БЛЪСКОВО;"Обединено училище ""Св.Св.Кирил и Методий""";400152;7;22,43;7;31,43
ВАРНА;ПРОВАДИЯ;С.БОЗВЕЛИЙСКО;"Основно училище ""Васил Левски""";400153;9;28,44;9;29,22
ВАРНА;ПРОВАДИЯ;С.ГРАДИНАРОВО;"Основно училище ""Св. Св. Кирил и Методий""";400155;18;29,39;18;42,96
ВАРНА;ПРОВАДИЯ;С.ЖИТНИЦА;"Основно училище ""Христо Ботев""";400156;11;14,27;12;9,67
ВАРНА;ПРОВАДИЯ;С.СЛАВЕЙКОВО;"Основно училище ""Асен Златаров""";400159;2;28,5;2;31
ВАРНА;СУВОРОВО;ГР.СУВОРОВО;"Средно училище ""Никола Йонков Вапцаров""";400163;58;40,09;57;18,89
ВАРНА;СУВОРОВО;С.НИКОЛАЕВКА;"Основно училище ""Христо Ботев""";400164;5;11,6;6;8,33
ВАРНА;СУВОРОВО;С.ЧЕРНЕВО;"Основно училище ""Христо Ботев""";400165;11;36,14;11;24,27
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;ГР.ВЕЛИКО ТЪРНОВО;"Основно училище ""Христо Ботев""";300101;13;24,88;13;10,25
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;ГР.ВЕЛИКО ТЪРНОВО;"Основно училище ""Бачо Киро""";300102;138;69,87;138;59,05
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;ГР.ВЕЛИКО ТЪРНОВО;"Основно училище ""Св. Патриарх Евтимий""";300103;148;63,44;147;43,92
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;ГР.ВЕЛИКО ТЪРНОВО;"Основно училище ""Димитър Благоев""";300104;65;59,28;65;33,37
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;ГР.ВЕЛИКО ТЪРНОВО;"Основно училище ""Петко Рачев Славейков""";300105;21;54,64;21;22,74
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;ГР.ВЕЛИКО ТЪРНОВО;"Средно училище ""Емилиян Станев""";300124;183;68,16;183;46,53
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;ГР.ВЕЛИКО ТЪРНОВО;"Средно училище ""Вела Благоева""";300125;69;58,67;69;29,54
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;ГР.ВЕЛИКО ТЪРНОВО;"Средно училище ""Владимир Комаров""";300126;15;49,83;15;26,4
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;ГР.ВЕЛИКО ТЪРНОВО;"Спортно училище ""Георги Живков""";300143;40;43,55;40;17,76
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;ГР.ДЕБЕЛЕЦ;"Основно училище ""Д-р Петър Берон""";300109;20;47,93;21;28,29
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;ГР.КИЛИФАРЕВО;"Основно училище "" Неофит Рилски """;300116;5;38,9;5;27,75
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;С.ВОДОЛЕЙ;"Основно училище ""Христо Смирненски""";300112;3;15,17;3;7
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;С.ЛЕДЕНИК;"Основно училище ""Васил Левски""";300106;2;42,25;2;11,75
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;С.РЕСЕН;"Основно училище ""Христо Ботев""";300111;10;62,3;10;30,03
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;С.РУСАЛЯ;"Частно основно училище ""Димитър Екимов""";300144;3;49;3;22,58
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;С.САМОВОДЕНЕ;"Основно училище ""Христо Смирненски""";300113;2;38;2;13
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;С.ЦЕРОВА КОРИЯ;"Основно училище ""Петко Рачев Славейков""";300114;4;34,13;4;22,63
