"﻿""﻿Област""","Община","Населено място","Код по Админ","Училище","БЕЛ Брой","БЕЛ Ср.успех","МАТ Брой","МАТ Ср.успех","ИСТ Брой","ИСТ Ср.успех","ФА Брой","ФА Ср.успех","ГЕО Брой","ГЕО Ср.успех","ХООС Брой","ХООС Ср.успех","ФИЛ Брой","ФИЛ Ср.успех","БЗО Брой","БЗО Ср.успех","АЕ Брой","АЕ Ср.успех","РЕ Брой","РЕ Ср.успех","НЕ Брой","НЕ Ср.успех","ИспЕ Брой","ИспЕ Ср.успех","ФрЕ Брой","ФрЕ Ср.успех","ИтЕ Брой","ИтЕ Ср.успех"
"ДОБРИЧ","ГЕНЕРАЛ ТОШЕВО","ГР.ГЕНЕРАЛ ТОШЕВО","800 076","Професионална гимназия по земеделие  ""Тодор Рачински""","16","3,70","0","0,00","0","0,00","0","0,00","13","3,50","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ДОБРИЧ","ГЕНЕРАЛ ТОШЕВО","ГР.ГЕНЕРАЛ ТОШЕВО","800 074","Средно училищe   ""Никола Йонков Вапцаров""","26","4,65","0","0,00","0","0,00","0","0,00","18","4,17","0","0,00","0","0,00","2","5,61","5","4,84","1","5,79","0","0,00","0","0,00","0","0,00","0","0,00"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","800 020","Езикова гимназия  ""Гео Милев""","146","5,27","3","5,13","1","4,07","3","5,69","1","4,04","0","0,00","1","4,56","3","5,95","79","5,32","0","0,00","47","5,40","0","0,00","8","4,68","0","0,00"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","800 019","Природоматематическа гимназия     ""Иван Вазов""","55","4,37","5","4,73","1","3,92","5","5,28","4","3,39","0","0,00","22","4,49","0","0,00","18","4,52","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","800 028","Професионална  гимназия    по туризъм ""П. К. Яворов""","82","3,50","0","0,00","1","3,32","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","800 026","Професионална гимназия   по  аграрно стопанство","38","3,24","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","2","3,84","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","800 021","Професионална гимназия по техника    и строителство  ""Михаил Василиевич Ломоносов""","16","3,31","0","0,00","0","0,00","0","0,00","1","3,42","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","800 022","Професионална гимназия по   ветеринарна медицина ""Проф. д-р Георги Павлов""","22","3,58","0","0,00","0","0,00","0","0,00","1","3,35","0","0,00","0","0,00","19","4,03","2","4,43","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","800 012","Спортно училище  ,,Георги Стойков Раковски""","16","3,32","0","0,00","0","0,00","0","0,00","1","3,17","0","0,00","1","4,12","1","3,31","1","4,61","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","800 013","Средно  училище   ""Димитър Талев""","23","4,08","0","0,00","0","0,00","0","0,00","2","4,27","0","0,00","14","4,43","0","0,00","7","4,81","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","800 016","Средно училище  ""Любен Каравелов""","15","4,13","0","0,00","1","4,50","0","0,00","3","3,51","0","0,00","5","4,19","0","0,00","6","5,14","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","800 015","Средно училище   ""Свети Климент Охридски""","39","4,46","0","0,00","1","4,98","0","0,00","0","0,00","0","0,00","17","4,00","8","4,52","15","4,84","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","800 017","Средно училище  ""Петко Рачов Славейков""","30","4,41","0","0,00","2","3,18","0","0,00","1","3,53","0","0,00","3","4,35","9","4,65","14","4,81","0","0,00","1","4,04","0","0,00","0","0,00","0","0,00"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","800 023","Финансово-стопанска гимназия   ""Васил Левски""","114","4,15","0","0,00","1","4,81","0","0,00","33","3,81","0","0,00","23","4,44","4","4,87","29","4,75","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","800 018","Средно училище  ""Свети свети Кирил и Методий""","51","4,10","0","0,00","4","3,93","0","0,00","17","3,87","0","0,00","0","0,00","3","4,00","26","4,20","1","4,12","0","0,00","0","0,00","0","0,00","0","0,00"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","800 328","Професионална гимназия по транспорт,   обслужване и лека промишленост","23","3,10","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","800 325","Сдружение ""Частна профилирана гимназия   по туризъм и предприемачество  Райко Цончев""","14","5,07","1","6,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","5,89","12","4,63","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","800 326","Частно средно училище с профилирана подготовка   по чужди езици и математика ""Леонардо да Винчи""","10","4,43","0","0,00","0","0,00","0","0,00","2","3,70","0","0,00","0","0,00","0","0,00","8","5,03","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ДОБРИЧ","КАВАРНА","ГР.КАВАРНА","800 086","Професионална земеделска  гимназия ""Климент Аркадиевич Тимирязев""","26","3,25","0","0,00","0","0,00","0","0,00","1","2,44","0","0,00","0","0,00","1","2,84","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ДОБРИЧ","КАВАРНА","ГР.КАВАРНА","800 082","Средно  училище  ""Стефан Караджа""","51","3,93","5","3,71","5","4,41","1","5,89","16","3,51","0","0,00","0","0,00","2","3,51","23","4,27","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ДОБРИЧ","КРУШАРИ","С.КРУШАРИ","800 093","Средно  училище  ""Христо Смирненски""","4","3,02","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","3","3,84","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ДОБРИЧ","ТЕРВЕЛ","ГР.ТЕРВЕЛ","800 105","Професионална гимназия по   техника и облекло  ""Дочо Михайлов""","32","3,36","0","0,00","0","0,00","0","0,00","1","3,10","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ДОБРИЧ","ТЕРВЕЛ","ГР.ТЕРВЕЛ","800 094","Средно училище   "" Йордан Йовков ""","22","4,08","2","3,44","2","3,96","0","0,00","4","3,15","0","0,00","8","4,42","3","4,50","3","4,63","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ДОБРИЧ","ШАБЛА","ГР.ШАБЛА","800 109","Средно  училище   ""Асен  Златаров""","19","4,23","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"КЪРДЖАЛИ","АРДИНО","ГР.АРДИНО","909 201","Средно  училище ""Васил Левски""","34","4,25","2","5,46","0","0,00","7","5,87","0","0,00","0","0,00","0","0,00","20","4,62","5","5,28","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"КЪРДЖАЛИ","ДЖЕБЕЛ","ГР.ДЖЕБЕЛ","909 314","Професионална гимназия ""Руска Пеева""","24","2,79","0","0,00","0","0,00","0","0,00","1","3,06","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"КЪРДЖАЛИ","ДЖЕБЕЛ","ГР.ДЖЕБЕЛ","909 301","Средно  училище ""Христо Ботев""","25","3,80","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","2","3,76","20","4,89","2","4,07","0","0,00","1","4,73","0","0,00","0","0,00","0","0,00"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.ПРИПЕК","909 315","Средно  училище ""Паисий Хилендарски""","8","4,82","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","7","5,11","2","4,71","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"КЪРДЖАЛИ","КИРКОВО","С.БЕНКОВСКИ","909 402","Средно училище   ""Никола Йонков Вапцаров ""","52","3,48","3","5,87","4","4,64","1","5,93","0","0,00","0","0,00","0","0,00","39","4,14","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"КЪРДЖАЛИ","КИРКОВО","С.КИРКОВО","909 401","Средно училище ""Отец Паисий""","49","3,75","0","0,00","1","3,34","0","0,00","0","0,00","0","0,00","0","0,00","23","4,81","3","5,16","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"КЪРДЖАЛИ","КИРКОВО","С.ЧОРБАДЖИЙСКО","909 403","Средно училище "" Христо Ботев ""","36","4,20","2","4,48","1","5,41","0","0,00","27","3,76","0","0,00","0","0,00","4","3,99","2","4,61","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"КЪРДЖАЛИ","КРУМОВГРАД","ГР.КРУМОВГРАД","909 503","Професионална гимназия по транспорт   ""Христо Смирненски""","35","3,09","0","0,00","0","0,00","0","0,00","1","3,06","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"КЪРДЖАЛИ","КРУМОВГРАД","ГР.КРУМОВГРАД","909 501","Средно училище ""Васил Левски""","77","4,30","9","5,34","2","5,72","0","0,00","16","3,82","2","5,77","0","0,00","40","4,85","8","4,43","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 107","Езикова гимназия  ""Христо Ботев""","181","4,91","16","5,34","3","5,01","0","0,00","5","3,62","0","0,00","6","4,73","9","4,02","95","4,83","0","0,00","46","4,93","0","0,00","1","3,13","0","0,00"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 110","Професионална гимназия   ""Васил Левски""","10","2,69","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 112","Професионална гимназия по електротехника и електроника ""Капитан Петко войвода""","50","3,20","0","0,00","0","0,00","3","2,90","23","2,88","0","0,00","2","3,57","17","3,32","10","3,07","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 108","Професионална гимназия по икономика ""Алеко Константинов""","129","3,44","1","2,66","0","0,00","0","0,00","3","2,48","0","0,00","0","0,00","21","3,55","5","4,39","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 111","Професионална гимназия  по облекло и дизайн ""Евридика""","15","2,98","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","2,31","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 113","Професионална гимназия   по селско и горско стопанство","33","2,78","0","0,00","0","0,00","0","0,00","3","2,51","0","0,00","0","0,00","6","2,55","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 114","Професионална гимназия по   строителство ""Христо Смирненски""","28","3,13","0","0,00","0","0,00","0","0,00","5","2,99","0","0,00","0","0,00","15","2,96","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 109","Професионална гимназия    по туризъм ""Проф. д-р Асен Златаров""","83","3,13","0","0,00","0","0,00","0","0,00","17","3,00","0","0,00","1","3,31","6","3,10","4","4,15","0","0,00","1","5,29","0","0,00","0","0,00","0","0,00"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 103","Средно училище ""Йордан Йовков""","49","3,19","0","0,00","0","0,00","0","0,00","3","2,96","0","0,00","0","0,00","39","3,63","2","3,97","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 105","Средно училище ""Отец Паисий""  с природоматематическа насоченост","76","3,86","1","4,07","1","5,51","0","0,00","4","4,46","1","3,78","2","4,80","44","4,35","23","4,22","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 101","Средно училище  "" Владимир Димитров - Майстора""","13","3,63","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","11","3,99","2","3,44","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 106","Средно училище    ""Петко Рачов Славейков""","93","4,34","3","4,99","1","5,84","0","0,00","44","3,44","0","0,00","0","0,00","9","4,64","36","4,20","0","0,00","1","3,41","0","0,00","0","0,00","0","0,00"
"КЪРДЖАЛИ","МОМЧИЛГРАД","ГР.МОМЧИЛГРАД","909 603","Професионална гимназия по туризъм и хранително-вкусова промишленост ""Св. Св. Кирил и Методий""","46","2,89","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","2","2,80","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"КЪРДЖАЛИ","МОМЧИЛГРАД","ГР.МОМЧИЛГРАД","909 613","Духовно Училище","27","4,10","0","0,00","0","0,00","0","0,00","16","3,53","0","0,00","5","4,47","4","4,89","2","4,18","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"КЪРДЖАЛИ","МОМЧИЛГРАД","ГР.МОМЧИЛГРАД","909 601","Средно училище ""Никола Йонков Вапцаров""","39","3,55","0","0,00","1","4,04","0","0,00","0","0,00","0","0,00","3","4,08","25","4,49","5","4,21","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.ЧЕРНООЧЕНЕ","909 701","Средно училище ""Христо Смирненски""","27","3,56","0","0,00","0","0,00","0","0,00","7","3,88","0","0,00","0","0,00","18","4,30","1","5,12","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"КЮСТЕНДИЛ","БОБОВ ДОЛ","ГР.БОБОВ ДОЛ","1 002 450","Професионална гимназия","24","3,26","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"КЮСТЕНДИЛ","БОБОВ ДОЛ","ГР.БОБОВ ДОЛ","1 000 016","Средно  училище    ""Христо Ботев""","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"КЮСТЕНДИЛ","БОБОВ ДОЛ","ГР.БОБОВ ДОЛ","1 000 018","Средно училище ""Доктор Петър Берон""","2","2,91","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"КЮСТЕНДИЛ","ДУПНИЦА","ГР.ДУПНИЦА","1 002 136","Професионална гимназия ""Акад. Сергей  П.  Корольов""","75","3,39","0","0,00","2","3,49","0","0,00","5","3,63","0","0,00","8","3,92","30","3,22","7","3,92","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"КЮСТЕНДИЛ","ДУПНИЦА","ГР.ДУПНИЦА","1 002 137","Професионална гимназия   по хранително - вкусови и химични технологии","47","3,55","1","3,84","1","4,64","0","0,00","4","3,54","0","0,00","11","4,02","15","3,26","9","4,36","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
